ID,eventName,signYear,endYearEstimated,signWithCountry,type,category
46,defense cooperation agreement,1997,2010,Turkey,general,DCA
183,defense cooperation agreement,1997,2010,Czech Republic,general,DCA
46,defense cooperation agreement,1999,2010,Turkey,general,DIC
183,defense cooperation agreement,1999,2010,Czech Republic,general,DIC
46,defense cooperation agreement,2004,2010,Turkey,sector,TREX
183,defense cooperation agreement,2004,2010,Czech Republic,sector,TREX
46,defense cooperation agreement,1998,2010,Egypt,general,DCA
53,defense cooperation agreement,1998,2010,Czech Republic,general,DCA
46,defense cooperation agreement,2009,2010,Jordan,general,DCA
88,defense cooperation agreement,2009,2010,Czech Republic,general,DCA
46,defense cooperation agreement,2009,2010,Israel,sector,RESEARCH
84,defense cooperation agreement,2009,2010,Czech Republic,sector,RESEARCH
46,defense cooperation agreement,2003,2010,India,general,DIC
79,defense cooperation agreement,2003,2010,Czech Republic,general,DIC
46,defense cooperation agreement,2009,2010,Vietnam,sector,TREX
195,defense cooperation agreement,2009,2010,Czech Republic,sector,TREX
46,defense cooperation agreement,2004,2010,Philippines,general,DCA
141,defense cooperation agreement,2004,2010,Czech Republic,general,DCA
46,defense cooperation agreement,2006,2010,Indonesia,general,DCA
80,defense cooperation agreement,2006,2010,Czech Republic,general,DCA
160,defense cooperation agreement,1997,2003,Italy,general,DCA
85,defense cooperation agreement,1997,2003,Slovakia,general,DCA
160,defense cooperation agreement,2008,2010,Albania,general,DCA
1,defense cooperation agreement,2008,2010,Slovakia,general,DCA
160,defense cooperation agreement,2010,2010,Montenegro,general,DCA
119,defense cooperation agreement,2010,2010,Slovakia,general,DCA
160,defense cooperation agreement,2000,2006,Macedonia,general,DCA
104,defense cooperation agreement,2000,2006,Slovakia,general,DCA
160,defense cooperation agreement,1997,2003,Croatia,general,DCA
43,defense cooperation agreement,1997,2003,Slovakia,general,DCA
160,defense cooperation agreement,2005,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2005,2010,Slovakia,general,DCA
160,defense cooperation agreement,1997,2010,Slovenia,general,DCA
161,defense cooperation agreement,1997,2010,Slovakia,general,DCA
160,defense cooperation agreement,1998,2004,Greece,general,DCA
67,defense cooperation agreement,1998,2004,Slovakia,general,DCA
160,defense cooperation agreement,1999,2010,Greece,sector,TREX
67,defense cooperation agreement,1999,2010,Slovakia,sector,TREX
160,defense cooperation agreement,1995,2001,Bulgaria,general,DCA
25,defense cooperation agreement,1995,2001,Slovakia,general,DCA
160,defense cooperation agreement,2005,2010,Moldova,general,DCA
116,defense cooperation agreement,2005,2010,Slovakia,general,DCA
160,defense cooperation agreement,1993,2010,Romania,general,DCA
146,defense cooperation agreement,1993,2010,Slovakia,general,DCA
160,defense cooperation agreement,1993,1999,Russia,sector,PROCUREMENT
147,defense cooperation agreement,1993,1999,Slovakia,sector,PROCUREMENT
160,defense cooperation agreement,1995,2001,Russia,general,DCA
147,defense cooperation agreement,1995,2001,Slovakia,general,DCA
160,defense cooperation agreement,1997,2010,Russia,general,DIC
147,defense cooperation agreement,1997,2010,Slovakia,general,DIC
160,defense cooperation agreement,2001,2007,Estonia,general,DCA
57,defense cooperation agreement,2001,2007,Slovakia,general,DCA
160,defense cooperation agreement,2000,2006,Latvia,general,DCA
96,defense cooperation agreement,2000,2006,Slovakia,general,DCA
160,defense cooperation agreement,2002,2010,Lithuania,general,DCA
102,defense cooperation agreement,2002,2010,Slovakia,general,DCA
160,defense cooperation agreement,1993,2010,Ukraine,general,DCA
187,defense cooperation agreement,1993,2010,Slovakia,general,DCA
160,defense cooperation agreement,1996,2002,Ukraine,general,DIC
187,defense cooperation agreement,1996,2002,Slovakia,general,DIC
160,defense cooperation agreement,2000,2006,Ukraine,sector,TREX
187,defense cooperation agreement,2000,2006,Slovakia,sector,TREX
160,defense cooperation agreement,2000,2010,Ukraine,general,DIC
187,defense cooperation agreement,2000,2010,Slovakia,general,DIC
160,defense cooperation agreement,2002,2008,Ukraine,sector,COMMISSION
187,defense cooperation agreement,2002,2008,Slovakia,sector,COMMISSION
160,defense cooperation agreement,2010,2010,Armenia,general,DCA
7,defense cooperation agreement,2010,2010,Slovakia,general,DCA
160,defense cooperation agreement,2002,2008,Finland,general,DCA
60,defense cooperation agreement,2002,2008,Slovakia,general,DCA
160,defense cooperation agreement,1997,2003,Norway,general,DCA
132,defense cooperation agreement,1997,2003,Slovakia,general,DCA
160,defense cooperation agreement,1999,2005,Denmark,general,DCA
47,defense cooperation agreement,1999,2005,Slovakia,general,DCA
160,defense cooperation agreement,1997,2010,South Africa,general,DCA
164,defense cooperation agreement,1997,2010,Slovakia,general,DCA
160,defense cooperation agreement,1997,2010,Turkey,general,DCA
183,defense cooperation agreement,1997,2010,Slovakia,general,DCA
160,defense cooperation agreement,1997,2003,Turkey,general,DIC
183,defense cooperation agreement,1997,2003,Slovakia,general,DIC
160,defense cooperation agreement,1997,2010,Turkey,sector,TREX
183,defense cooperation agreement,1997,2010,Slovakia,sector,TREX
160,defense cooperation agreement,1999,2010,United Arab Emirates,general,DCA
188,defense cooperation agreement,1999,2010,Slovakia,general,DCA
160,defense cooperation agreement,1996,2002,Uzbekistan,general,DCA
192,defense cooperation agreement,1996,2002,Slovakia,general,DCA
160,defense cooperation agreement,1997,2010,Kazakhstan,general,DCA
89,defense cooperation agreement,1997,2010,Slovakia,general,DCA
160,defense cooperation agreement,2008,2010,Kazakhstan,general,DCA
89,defense cooperation agreement,2008,2010,Slovakia,general,DCA
160,defense cooperation agreement,2000,2010,China,general,DCA
35,defense cooperation agreement,2000,2010,Slovakia,general,DCA
160,defense cooperation agreement,1995,2001,India,general,DCA
79,defense cooperation agreement,1995,2001,Slovakia,general,DCA
85,defense cooperation agreement,2004,2010,Malta,general,DCA
110,defense cooperation agreement,2004,2010,Italy,general,DCA
85,defense cooperation agreement,1995,2010,Albania,general,DCA
1,defense cooperation agreement,1995,2010,Italy,general,DCA
85,defense cooperation agreement,2000,2006,Albania,general,DCA
1,defense cooperation agreement,2000,2006,Italy,general,DCA
85,defense cooperation agreement,1997,2010,Macedonia,general,DCA
104,defense cooperation agreement,1997,2010,Italy,general,DCA
85,defense cooperation agreement,2000,2010,Croatia,general,DCA
43,defense cooperation agreement,2000,2010,Italy,general,DCA
85,defense cooperation agreement,2003,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2003,2010,Italy,general,DCA
85,defense cooperation agreement,1996,2010,Slovenia,general,DCA
161,defense cooperation agreement,1996,2010,Italy,general,DCA
85,defense cooperation agreement,1984,2010,Greece,sector,PROCUREMENT
67,defense cooperation agreement,1984,2010,Italy,sector,PROCUREMENT
85,defense cooperation agreement,1995,2010,Bulgaria,general,DCA
25,defense cooperation agreement,1995,2010,Italy,general,DCA
85,defense cooperation agreement,2006,2010,Moldova,general,DCA
116,defense cooperation agreement,2006,2010,Italy,general,DCA
85,defense cooperation agreement,1996,2010,Russia,general,DCA
147,defense cooperation agreement,1996,2010,Italy,general,DCA
85,defense cooperation agreement,1996,2002,Russia,general,DIC
147,defense cooperation agreement,1996,2002,Italy,general,DIC
85,defense cooperation agreement,1998,2010,Estonia,general,DCA
57,defense cooperation agreement,1998,2010,Italy,general,DCA
85,defense cooperation agreement,1998,2010,Latvia,sector,TREX
96,defense cooperation agreement,1998,2010,Italy,sector,TREX
85,defense cooperation agreement,1999,2010,Lithuania,general,DCA
102,defense cooperation agreement,1999,2010,Italy,general,DCA
85,defense cooperation agreement,1998,2010,Ukraine,general,DCA
187,defense cooperation agreement,1998,2010,Italy,general,DCA
85,defense cooperation agreement,2007,2010,Ukraine,general,DIC
187,defense cooperation agreement,2007,2010,Italy,general,DIC
85,defense cooperation agreement,1997,2010,Georgia,general,DCA
64,defense cooperation agreement,1997,2010,Italy,general,DCA
85,defense cooperation agreement,1999,2005,Georgia,sector,TREX
64,defense cooperation agreement,1999,2005,Italy,sector,TREX
85,defense cooperation agreement,1998,2010,Finland,general,DIC
60,defense cooperation agreement,1998,2010,Italy,general,DIC
85,defense cooperation agreement,1997,2010,Sweden,general,DIC
171,defense cooperation agreement,1997,2010,Italy,general,DIC
85,defense cooperation agreement,2002,2010,Djibouti,general,DCA
48,defense cooperation agreement,2002,2010,Italy,general,DCA
85,defense cooperation agreement,1997,2010,South Africa,general,DIC
164,defense cooperation agreement,1997,2010,Italy,general,DIC
85,defense cooperation agreement,2003,2010,Algeria,general,DCA
2,defense cooperation agreement,2003,2010,Italy,general,DCA
85,defense cooperation agreement,1985,1991,Tunisia,sector,TREX
182,defense cooperation agreement,1985,1991,Italy,sector,TREX
85,defense cooperation agreement,1991,2010,Tunisia,general,DCA
182,defense cooperation agreement,1991,2010,Italy,general,DCA
85,defense cooperation agreement,1998,2004,Egypt,general,DCA
53,defense cooperation agreement,1998,2004,Italy,general,DCA
85,defense cooperation agreement,2004,2010,Lebanon,general,DCA
97,defense cooperation agreement,2004,2010,Italy,general,DCA
85,defense cooperation agreement,2002,2010,Jordan,general,DCA
88,defense cooperation agreement,2002,2010,Italy,general,DCA
85,defense cooperation agreement,1993,2009,Saudi Arabia,general,DCA
154,defense cooperation agreement,1993,2009,Italy,general,DCA
85,defense cooperation agreement,1993,1999,Saudi Arabia,general,DIC
154,defense cooperation agreement,1993,1999,Italy,general,DIC
85,defense cooperation agreement,2007,2010,Saudi Arabia,general,DCA
154,defense cooperation agreement,2007,2010,Italy,general,DCA
85,defense cooperation agreement,1993,1999,Kuwait,general,DCA
93,defense cooperation agreement,1993,1999,Italy,general,DCA
85,defense cooperation agreement,2003,2010,United Arab Emirates,general,DCA
188,defense cooperation agreement,2003,2010,Italy,general,DCA
85,defense cooperation agreement,2004,2010,Oman,general,DCA
133,defense cooperation agreement,2004,2010,Italy,general,DCA
85,defense cooperation agreement,1999,2010,Uzbekistan,general,DCA
192,defense cooperation agreement,1999,2010,Italy,general,DCA
85,defense cooperation agreement,1985,1991,China,sector,TREX
35,defense cooperation agreement,1985,1991,Italy,sector,TREX
85,defense cooperation agreement,1984,1998,South Korea,general,DIC
145,defense cooperation agreement,1984,1998,Italy,general,DIC
85,defense cooperation agreement,1993,2010,South Korea,general,DIC
145,defense cooperation agreement,1993,2010,Italy,general,DIC
85,defense cooperation agreement,1985,1991,India,sector,RESEARCH
79,defense cooperation agreement,1985,1991,Italy,sector,RESEARCH
85,defense cooperation agreement,1994,2010,India,general,DIC
79,defense cooperation agreement,1994,2010,Italy,general,DIC
85,defense cooperation agreement,2003,2010,India,general,DCA
79,defense cooperation agreement,2003,2010,Italy,general,DCA
85,defense cooperation agreement,2009,2010,Pakistan,general,DCA
134,defense cooperation agreement,2009,2010,Italy,general,DCA
85,defense cooperation agreement,2000,2010,Vietnam,general,DCA
195,defense cooperation agreement,2000,2010,Italy,general,DCA
85,defense cooperation agreement,1993,2010,Malaysia,general,DCA
107,defense cooperation agreement,1993,2010,Italy,general,DCA
85,defense cooperation agreement,2004,2010,Philippines,general,DCA
141,defense cooperation agreement,2004,2010,Italy,general,DCA
85,defense cooperation agreement,1997,2007,Indonesia,general,DIC
80,defense cooperation agreement,1997,2007,Italy,general,DIC
110,defense cooperation agreement,1984,1990,Libya,sector,TREX
100,defense cooperation agreement,1984,1990,Malta,sector,TREX
110,defense cooperation agreement,1984,1989,Libya,general,DCA
100,defense cooperation agreement,1984,1989,Malta,general,DCA
1,defense cooperation agreement,2008,2010,Montenegro,general,DCA
119,defense cooperation agreement,2008,2010,Albania,general,DCA
1,defense cooperation agreement,1998,2003,Macedonia,general,DCA
104,defense cooperation agreement,1998,2003,Albania,general,DCA
1,defense cooperation agreement,2002,2008,Macedonia,general,DCA
104,defense cooperation agreement,2002,2008,Albania,general,DCA
1,defense cooperation agreement,2006,2010,Macedonia,sector,TREX
104,defense cooperation agreement,2006,2010,Albania,sector,TREX
1,defense cooperation agreement,1994,2010,Croatia,general,DCA
43,defense cooperation agreement,1994,2010,Albania,general,DCA
1,defense cooperation agreement,2003,2009,Croatia,general,DCA
43,defense cooperation agreement,2003,2009,Albania,general,DCA
1,defense cooperation agreement,1994,2010,Slovenia,general,DCA
161,defense cooperation agreement,1994,2010,Albania,general,DCA
1,defense cooperation agreement,1992,1998,Greece,general,DCA
67,defense cooperation agreement,1992,1998,Albania,general,DCA
1,defense cooperation agreement,1995,2001,Greece,general,DCA
67,defense cooperation agreement,1995,2001,Albania,general,DCA
1,defense cooperation agreement,1997,2003,Greece,sector,TREX
67,defense cooperation agreement,1997,2003,Albania,sector,TREX
1,defense cooperation agreement,1997,2003,Greece,sector,PROCUREMENT
67,defense cooperation agreement,1997,2003,Albania,sector,PROCUREMENT
1,defense cooperation agreement,1998,2004,Greece,sector,TREX
67,defense cooperation agreement,1998,2004,Albania,sector,TREX
1,defense cooperation agreement,2003,2009,Greece,general,DCA
67,defense cooperation agreement,2003,2009,Albania,general,DCA
1,defense cooperation agreement,1993,2010,Bulgaria,general,DCA
25,defense cooperation agreement,1993,2010,Albania,general,DCA
1,defense cooperation agreement,1993,1999,Bulgaria,general,DIC
25,defense cooperation agreement,1993,1999,Albania,general,DIC
1,defense cooperation agreement,2005,2010,Bulgaria,general,DCA
25,defense cooperation agreement,2005,2010,Albania,general,DCA
1,defense cooperation agreement,1992,2004,Romania,general,DCA
146,defense cooperation agreement,1992,2004,Albania,general,DCA
1,defense cooperation agreement,2003,2010,Romania,general,DCA
146,defense cooperation agreement,2003,2010,Albania,general,DCA
1,defense cooperation agreement,2007,2010,Romania,sector,TREX
146,defense cooperation agreement,2007,2010,Albania,sector,TREX
1,defense cooperation agreement,2005,2010,Latvia,general,DCA
96,defense cooperation agreement,2005,2010,Albania,general,DCA
1,defense cooperation agreement,2004,2010,Lithuania,general,DCA
102,defense cooperation agreement,2004,2010,Albania,general,DCA
1,defense cooperation agreement,1997,2010,Ukraine,general,DCA
187,defense cooperation agreement,1997,2010,Albania,general,DCA
1,defense cooperation agreement,1992,1998,Turkey,sector,RESEARCH
183,defense cooperation agreement,1992,1998,Albania,sector,RESEARCH
1,defense cooperation agreement,1992,2010,Turkey,general,DIC
183,defense cooperation agreement,1992,2010,Albania,general,DIC
1,defense cooperation agreement,1992,1998,Turkey,sector,TREX
183,defense cooperation agreement,1992,1998,Albania,sector,TREX
1,defense cooperation agreement,2001,2007,Turkey,general,DCA
183,defense cooperation agreement,2001,2007,Albania,general,DCA
1,defense cooperation agreement,2008,2010,United Arab Emirates,general,DCA
188,defense cooperation agreement,2008,2010,Albania,general,DCA
1,defense cooperation agreement,2005,2010,China,general,DCA
35,defense cooperation agreement,2005,2010,Albania,general,DCA
1,defense cooperation agreement,1994,2000,Malaysia,general,DCA
107,defense cooperation agreement,1994,2000,Albania,general,DCA
119,defense cooperation agreement,2007,2010,Macedonia,general,DCA
104,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2007,2010,Croatia,general,DCA
43,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2007,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2007,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2010,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2010,2010,Montenegro,general,DCA
119,defense cooperation agreement,2007,2010,Slovenia,general,DCA
161,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2007,2010,Greece,general,DCA
67,defense cooperation agreement,2007,2010,Montenegro,general,DCA
119,defense cooperation agreement,2009,2010,Bulgaria,general,DCA
25,defense cooperation agreement,2009,2010,Montenegro,general,DCA
119,defense cooperation agreement,2008,2010,Romania,general,DCA
146,defense cooperation agreement,2008,2010,Montenegro,general,DCA
119,defense cooperation agreement,2009,2010,Estonia,general,DCA
57,defense cooperation agreement,2009,2010,Montenegro,general,DCA
119,defense cooperation agreement,2008,2010,Latvia,general,DCA
96,defense cooperation agreement,2008,2010,Montenegro,general,DCA
104,defense cooperation agreement,2000,2006,Croatia,general,DCA
43,defense cooperation agreement,2000,2006,Macedonia,general,DCA
104,defense cooperation agreement,2010,2010,Croatia,general,DCA
43,defense cooperation agreement,2010,2010,Macedonia,general,DCA
104,defense cooperation agreement,2001,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2001,2010,Macedonia,general,DCA
104,defense cooperation agreement,2004,2010,Yugoslavia,sector,COMMISSION
206,defense cooperation agreement,2004,2010,Macedonia,sector,COMMISSION
104,defense cooperation agreement,2009,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2009,2010,Macedonia,general,DCA
104,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2006,2010,Macedonia,general,DCA
104,defense cooperation agreement,1994,2010,Slovenia,general,DCA
161,defense cooperation agreement,1994,2010,Macedonia,general,DCA
104,defense cooperation agreement,1999,2005,Greece,sector,COMMISSION
67,defense cooperation agreement,1999,2005,Macedonia,sector,COMMISSION
104,defense cooperation agreement,2000,2006,Greece,general,DCA
67,defense cooperation agreement,2000,2006,Macedonia,general,DCA
104,defense cooperation agreement,2002,2008,Greece,sector,TREX
67,defense cooperation agreement,2002,2008,Macedonia,sector,TREX
104,defense cooperation agreement,1999,2005,Bulgaria,general,DCA
25,defense cooperation agreement,1999,2005,Macedonia,general,DCA
104,defense cooperation agreement,2000,2006,Bulgaria,sector,TREX
25,defense cooperation agreement,2000,2006,Macedonia,sector,TREX
104,defense cooperation agreement,2001,2007,Bulgaria,sector,PROCUREMENT
25,defense cooperation agreement,2001,2007,Macedonia,sector,PROCUREMENT
104,defense cooperation agreement,2003,2010,Russia,general,DIC
147,defense cooperation agreement,2003,2010,Macedonia,general,DIC
104,defense cooperation agreement,2008,2010,Lithuania,general,DCA
102,defense cooperation agreement,2008,2010,Macedonia,general,DCA
104,defense cooperation agreement,2010,2010,Lithuania,general,DCA
102,defense cooperation agreement,2010,2010,Macedonia,general,DCA
104,defense cooperation agreement,2000,2010,Ukraine,general,DIC
187,defense cooperation agreement,2000,2010,Macedonia,general,DIC
104,defense cooperation agreement,1995,2001,Turkey,sector,COMMISSION
183,defense cooperation agreement,1995,2001,Macedonia,sector,COMMISSION
43,defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2010,2010,Croatia,general,DCA
43,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2006,2010,Croatia,general,DCA
43,defense cooperation agreement,2003,2010,Slovenia,general,DCA
161,defense cooperation agreement,2003,2010,Croatia,general,DCA
43,defense cooperation agreement,2000,2006,Greece,general,DCA
67,defense cooperation agreement,2000,2006,Croatia,general,DCA
43,defense cooperation agreement,2002,2008,Greece,sector,TREX
67,defense cooperation agreement,2002,2008,Croatia,sector,TREX
43,defense cooperation agreement,1996,2002,Bulgaria,general,DCA
25,defense cooperation agreement,1996,2002,Croatia,general,DCA
43,defense cooperation agreement,2007,2010,Bulgaria,sector,TREX
25,defense cooperation agreement,2007,2010,Croatia,sector,TREX
43,defense cooperation agreement,1997,2003,Romania,general,DCA
146,defense cooperation agreement,1997,2003,Croatia,general,DCA
43,defense cooperation agreement,1998,2010,Russia,sector,PROCUREMENT
147,defense cooperation agreement,1998,2010,Croatia,sector,PROCUREMENT
43,defense cooperation agreement,2004,2010,Latvia,general,DCA
96,defense cooperation agreement,2004,2010,Croatia,general,DCA
43,defense cooperation agreement,1996,2002,Ukraine,general,DCA
187,defense cooperation agreement,1996,2002,Croatia,general,DCA
43,defense cooperation agreement,1996,2010,Ukraine,general,DCA
187,defense cooperation agreement,1996,2010,Croatia,general,DCA
43,defense cooperation agreement,2002,2010,Ukraine,general,DIC
187,defense cooperation agreement,2002,2010,Croatia,general,DIC
43,defense cooperation agreement,2007,2010,Sweden,general,DCA
171,defense cooperation agreement,2007,2010,Croatia,general,DCA
43,defense cooperation agreement,2003,2009,Denmark,general,DCA
47,defense cooperation agreement,2003,2009,Croatia,general,DCA
43,defense cooperation agreement,1996,2010,Turkey,general,DCA
183,defense cooperation agreement,1996,2010,Croatia,general,DCA
43,defense cooperation agreement,1996,2010,Turkey,sector,TREX
183,defense cooperation agreement,1996,2010,Croatia,sector,TREX
43,defense cooperation agreement,2001,2010,Turkey,general,DIC
183,defense cooperation agreement,2001,2010,Croatia,general,DIC
43,defense cooperation agreement,1997,2003,Israel,sector,RESEARCH
84,defense cooperation agreement,1997,2003,Croatia,sector,RESEARCH
43,defense cooperation agreement,1999,2005,Israel,general,DIC
84,defense cooperation agreement,1999,2005,Croatia,general,DIC
43,defense cooperation agreement,1998,2004,China,general,DIC
35,defense cooperation agreement,1998,2004,Croatia,general,DIC
206,defense cooperation agreement,2005,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2005,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,sector,TREX
21,defense cooperation agreement,2006,2010,Yugoslavia,sector,TREX
206,defense cooperation agreement,2009,2010,Slovenia,general,DCA
161,defense cooperation agreement,2009,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2001,2007,Greece,sector,TREX
67,defense cooperation agreement,2001,2007,Yugoslavia,sector,TREX
206,defense cooperation agreement,2006,2010,Greece,general,DCA
67,defense cooperation agreement,2006,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2009,2010,Cyprus,general,DCA
45,defense cooperation agreement,2009,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2010,2010,Cyprus,general,DCA
45,defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,1996,2002,Bulgaria,general,DCA
25,defense cooperation agreement,1996,2002,Yugoslavia,general,DCA
206,defense cooperation agreement,2007,2010,Bulgaria,general,DCA
25,defense cooperation agreement,2007,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,1997,2010,Romania,general,DCA
146,defense cooperation agreement,1997,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2003,2010,Ukraine,general,DIC
187,defense cooperation agreement,2003,2010,Yugoslavia,general,DIC
206,defense cooperation agreement,2006,2010,Norway,general,DCA
132,defense cooperation agreement,2006,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2010,2010,Namibia,general,DCA
123,defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2004,2010,Turkey,general,DCA
183,defense cooperation agreement,2004,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2004,2010,Turkey,general,DIC
183,defense cooperation agreement,2004,2010,Yugoslavia,general,DIC
206,defense cooperation agreement,2010,2010,Turkey,sector,TREX
183,defense cooperation agreement,2010,2010,Yugoslavia,sector,TREX
206,defense cooperation agreement,2000,2006,Iraq,sector,PROCUREMENT
82,defense cooperation agreement,2000,2006,Yugoslavia,sector,PROCUREMENT
206,defense cooperation agreement,2010,2010,Egypt,general,DCA
53,defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,defense cooperation agreement,2008,2010,China,general,DCA
35,defense cooperation agreement,2008,2010,Yugoslavia,general,DCA
21,defense cooperation agreement,2006,2010,Slovenia,general,DCA
161,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2001,2007,Greece,general,DCA
67,defense cooperation agreement,2001,2007,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2008,2010,Greece,general,DCA
67,defense cooperation agreement,2008,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2007,2010,Bulgaria,general,DCA
25,defense cooperation agreement,2007,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,1998,2004,Romania,general,DCA
146,defense cooperation agreement,1998,2004,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2006,2010,Romania,general,DCA
146,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2007,2010,Latvia,general,DCA
96,defense cooperation agreement,2007,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2007,2010,Ukraine,general,DCA
187,defense cooperation agreement,2007,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,1995,2010,Turkey,general,DCA
183,defense cooperation agreement,1995,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,1996,2010,Turkey,sector,TREX
183,defense cooperation agreement,1996,2010,Bosnia & Herzegovina,sector,TREX
21,defense cooperation agreement,2002,2008,Turkey,sector,TREX
183,defense cooperation agreement,2002,2008,Bosnia & Herzegovina,sector,TREX
21,defense cooperation agreement,2006,2010,Turkey,general,DCA
183,defense cooperation agreement,2006,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,2009,2010,Turkey,general,DIC
183,defense cooperation agreement,2009,2010,Bosnia & Herzegovina,general,DIC
21,defense cooperation agreement,2005,2010,China,general,DCA
35,defense cooperation agreement,2005,2010,Bosnia & Herzegovina,general,DCA
21,defense cooperation agreement,1996,2002,Pakistan,sector,TREX
134,defense cooperation agreement,1996,2002,Bosnia & Herzegovina,sector,TREX
21,defense cooperation agreement,2007,2010,Pakistan,general,DIC
134,defense cooperation agreement,2007,2010,Bosnia & Herzegovina,general,DIC
21,defense cooperation agreement,2004,2010,Malaysia,sector,PROCUREMENT
107,defense cooperation agreement,2004,2010,Bosnia & Herzegovina,sector,PROCUREMENT
161,defense cooperation agreement,1999,2010,Greece,general,DCA
67,defense cooperation agreement,1999,2010,Slovenia,general,DCA
161,defense cooperation agreement,2000,2010,Greece,general,DIC
67,defense cooperation agreement,2000,2010,Slovenia,general,DIC
161,defense cooperation agreement,1999,2010,Bulgaria,general,DCA
25,defense cooperation agreement,1999,2010,Slovenia,general,DCA
161,defense cooperation agreement,2006,2010,Romania,general,DCA
146,defense cooperation agreement,2006,2010,Slovenia,general,DCA
161,defense cooperation agreement,2006,2010,Russia,general,DCA
147,defense cooperation agreement,2006,2010,Slovenia,general,DCA
161,defense cooperation agreement,1999,2010,Estonia,general,DCA
57,defense cooperation agreement,1999,2010,Slovenia,general,DCA
161,defense cooperation agreement,2002,2010,Latvia,general,DCA
96,defense cooperation agreement,2002,2010,Slovenia,general,DCA
161,defense cooperation agreement,2005,2010,Lithuania,general,DCA
102,defense cooperation agreement,2005,2010,Slovenia,general,DCA
161,defense cooperation agreement,2007,2010,Ukraine,general,DCA
187,defense cooperation agreement,2007,2010,Slovenia,general,DCA
161,defense cooperation agreement,2002,2010,Norway,general,DCA
132,defense cooperation agreement,2002,2010,Slovenia,general,DCA
161,defense cooperation agreement,1998,2004,Denmark,general,DCA
47,defense cooperation agreement,1998,2004,Slovenia,general,DCA
161,defense cooperation agreement,2001,2010,Turkey,general,DCA
183,defense cooperation agreement,2001,2010,Slovenia,general,DCA
161,defense cooperation agreement,1998,2010,Israel,general,DCA
84,defense cooperation agreement,1998,2010,Slovenia,general,DCA
161,defense cooperation agreement,2007,2010,China,general,DCA
35,defense cooperation agreement,2007,2010,Slovenia,general,DCA
67,defense cooperation agreement,2009,2010,Cyprus,general,DCA
45,defense cooperation agreement,2009,2010,Greece,general,DCA
67,defense cooperation agreement,1991,1997,Bulgaria,general,DCA
25,defense cooperation agreement,1991,1997,Greece,general,DCA
67,defense cooperation agreement,1993,1999,Bulgaria,sector,RESEARCH
25,defense cooperation agreement,1993,1999,Greece,sector,RESEARCH
67,defense cooperation agreement,1998,2004,Bulgaria,general,DIC
25,defense cooperation agreement,1998,2004,Greece,general,DIC
67,defense cooperation agreement,2000,2006,Bulgaria,general,DCA
25,defense cooperation agreement,2000,2006,Greece,general,DCA
67,defense cooperation agreement,2002,2008,Bulgaria,general,DIC
25,defense cooperation agreement,2002,2008,Greece,general,DIC
67,defense cooperation agreement,2003,2009,Bulgaria,sector,TREX
