ID,eventName,startYear,endYear,signWithCountry,type,category
46,signing defense cooperation agreement,2005,2005,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2005,2005,Czech Republic,general,DCA
46,signing defense cooperation agreement,1993,1993,Slovenia,general,DCA
161,signing defense cooperation agreement,1993,1993,Czech Republic,general,DCA
46,signing defense cooperation agreement,2001,2001,Greece,sector,TREX
67,signing defense cooperation agreement,2001,2001,Czech Republic,sector,TREX
46,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Czech Republic,general,DCA
46,signing defense cooperation agreement,1995,1995,Romania,general,DCA
146,signing defense cooperation agreement,1995,1995,Czech Republic,general,DCA
46,signing defense cooperation agreement,2001,2001,Russia,general,DIC
147,signing defense cooperation agreement,2001,2001,Czech Republic,general,DIC
46,signing defense cooperation agreement,2002,2002,Russia,general,DCA
147,signing defense cooperation agreement,2002,2002,Czech Republic,general,DCA
46,signing defense cooperation agreement,1996,1996,Estonia,general,DCA
57,signing defense cooperation agreement,1996,1996,Czech Republic,general,DCA
46,signing defense cooperation agreement,1993,1993,Latvia,general,DCA
96,signing defense cooperation agreement,1993,1993,Czech Republic,general,DCA
46,signing defense cooperation agreement,1999,1999,Latvia,sector,RESEARCH
96,signing defense cooperation agreement,1999,1999,Czech Republic,sector,RESEARCH
46,signing defense cooperation agreement,2000,2000,Latvia,general,DIC
96,signing defense cooperation agreement,2000,2000,Czech Republic,general,DIC
46,signing defense cooperation agreement,2009,2009,Latvia,general,DCA
96,signing defense cooperation agreement,2009,2009,Czech Republic,general,DCA
46,signing defense cooperation agreement,1993,1993,Lithuania,general,DCA
102,signing defense cooperation agreement,1993,1993,Czech Republic,general,DCA
46,signing defense cooperation agreement,1996,1996,Ukraine,general,DCA
187,signing defense cooperation agreement,1996,1996,Czech Republic,general,DCA
46,signing defense cooperation agreement,2002,2002,Ukraine,sector,TREX
187,signing defense cooperation agreement,2002,2002,Czech Republic,sector,TREX
46,signing defense cooperation agreement,2006,2006,Ukraine,general,DIC
187,signing defense cooperation agreement,2006,2006,Czech Republic,general,DIC
46,signing defense cooperation agreement,1993,1993,Belarus,general,DCA
15,signing defense cooperation agreement,1993,1993,Czech Republic,general,DCA
46,signing defense cooperation agreement,2010,2010,Armenia,general,DCA
7,signing defense cooperation agreement,2010,2010,Czech Republic,general,DCA
46,signing defense cooperation agreement,1999,1999,Georgia,general,DCA
64,signing defense cooperation agreement,1999,1999,Czech Republic,general,DCA
46,signing defense cooperation agreement,2009,2009,Azerbaijan,general,DCA
10,signing defense cooperation agreement,2009,2009,Czech Republic,general,DCA
46,signing defense cooperation agreement,1996,1996,Finland,general,DIC
60,signing defense cooperation agreement,1996,1996,Czech Republic,general,DIC
46,signing defense cooperation agreement,2002,2002,Sweden,general,DIC
171,signing defense cooperation agreement,2002,2002,Czech Republic,general,DIC
46,signing defense cooperation agreement,1995,1995,Norway,general,DCA
132,signing defense cooperation agreement,1995,1995,Czech Republic,general,DCA
46,signing defense cooperation agreement,1999,1999,South Africa,general,DCA
164,signing defense cooperation agreement,1999,1999,Czech Republic,general,DCA
46,signing defense cooperation agreement,2000,2000,Tunisia,general,DCA
182,signing defense cooperation agreement,2000,2000,Czech Republic,general,DCA
46,signing defense cooperation agreement,1997,1997,Turkey,general,DCA
183,signing defense cooperation agreement,1997,1997,Czech Republic,general,DCA
46,signing defense cooperation agreement,1999,1999,Turkey,general,DIC
183,signing defense cooperation agreement,1999,1999,Czech Republic,general,DIC
46,signing defense cooperation agreement,2004,2004,Turkey,sector,TREX
183,signing defense cooperation agreement,2004,2004,Czech Republic,sector,TREX
46,signing defense cooperation agreement,1998,1998,Egypt,general,DCA
53,signing defense cooperation agreement,1998,1998,Czech Republic,general,DCA
46,signing defense cooperation agreement,2009,2009,Jordan,general,DCA
88,signing defense cooperation agreement,2009,2009,Czech Republic,general,DCA
46,signing defense cooperation agreement,2009,2009,Israel,sector,RESEARCH
84,signing defense cooperation agreement,2009,2009,Czech Republic,sector,RESEARCH
46,signing defense cooperation agreement,2003,2003,India,general,DIC
79,signing defense cooperation agreement,2003,2003,Czech Republic,general,DIC
46,signing defense cooperation agreement,2009,2009,Vietnam,sector,TREX
195,signing defense cooperation agreement,2009,2009,Czech Republic,sector,TREX
46,signing defense cooperation agreement,2004,2004,Philippines,general,DCA
141,signing defense cooperation agreement,2004,2004,Czech Republic,general,DCA
46,signing defense cooperation agreement,2006,2006,Indonesia,general,DCA
80,signing defense cooperation agreement,2006,2006,Czech Republic,general,DCA
160,signing defense cooperation agreement,1997,1997,Italy,general,DCA
85,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,2008,2008,Albania,general,DCA
1,signing defense cooperation agreement,2008,2008,Slovakia,general,DCA
160,signing defense cooperation agreement,2010,2010,Montenegro,general,DCA
119,signing defense cooperation agreement,2010,2010,Slovakia,general,DCA
160,signing defense cooperation agreement,2000,2000,Macedonia,general,DCA
104,signing defense cooperation agreement,2000,2000,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Croatia,general,DCA
43,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,2005,2005,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2005,2005,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Slovenia,general,DCA
161,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,1998,1998,Greece,general,DCA
67,signing defense cooperation agreement,1998,1998,Slovakia,general,DCA
160,signing defense cooperation agreement,1999,1999,Greece,sector,TREX
67,signing defense cooperation agreement,1999,1999,Slovakia,sector,TREX
160,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Slovakia,general,DCA
160,signing defense cooperation agreement,2005,2005,Moldova,general,DCA
116,signing defense cooperation agreement,2005,2005,Slovakia,general,DCA
160,signing defense cooperation agreement,1993,1993,Romania,general,DCA
146,signing defense cooperation agreement,1993,1993,Slovakia,general,DCA
160,signing defense cooperation agreement,1993,1993,Russia,sector,PROCUREMENT
147,signing defense cooperation agreement,1993,1993,Slovakia,sector,PROCUREMENT
160,signing defense cooperation agreement,1995,1995,Russia,general,DCA
147,signing defense cooperation agreement,1995,1995,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Russia,general,DIC
147,signing defense cooperation agreement,1997,1997,Slovakia,general,DIC
160,signing defense cooperation agreement,2001,2001,Estonia,general,DCA
57,signing defense cooperation agreement,2001,2001,Slovakia,general,DCA
160,signing defense cooperation agreement,2000,2000,Latvia,general,DCA
96,signing defense cooperation agreement,2000,2000,Slovakia,general,DCA
160,signing defense cooperation agreement,2002,2002,Lithuania,general,DCA
102,signing defense cooperation agreement,2002,2002,Slovakia,general,DCA
160,signing defense cooperation agreement,1993,1993,Ukraine,general,DCA
187,signing defense cooperation agreement,1993,1993,Slovakia,general,DCA
160,signing defense cooperation agreement,1996,1996,Ukraine,general,DIC
187,signing defense cooperation agreement,1996,1996,Slovakia,general,DIC
160,signing defense cooperation agreement,2000,2000,Ukraine,sector,TREX
187,signing defense cooperation agreement,2000,2000,Slovakia,sector,TREX
160,signing defense cooperation agreement,2000,2000,Ukraine,general,DIC
187,signing defense cooperation agreement,2000,2000,Slovakia,general,DIC
160,signing defense cooperation agreement,2002,2002,Ukraine,sector,COMMISSION
187,signing defense cooperation agreement,2002,2002,Slovakia,sector,COMMISSION
160,signing defense cooperation agreement,2010,2010,Armenia,general,DCA
7,signing defense cooperation agreement,2010,2010,Slovakia,general,DCA
160,signing defense cooperation agreement,2002,2002,Finland,general,DCA
60,signing defense cooperation agreement,2002,2002,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Norway,general,DCA
132,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,1999,1999,Denmark,general,DCA
47,signing defense cooperation agreement,1999,1999,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,South Africa,general,DCA
164,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Turkey,general,DCA
183,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Turkey,general,DIC
183,signing defense cooperation agreement,1997,1997,Slovakia,general,DIC
160,signing defense cooperation agreement,1997,1997,Turkey,sector,TREX
183,signing defense cooperation agreement,1997,1997,Slovakia,sector,TREX
160,signing defense cooperation agreement,1999,1999,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,1999,1999,Slovakia,general,DCA
160,signing defense cooperation agreement,1996,1996,Uzbekistan,general,DCA
192,signing defense cooperation agreement,1996,1996,Slovakia,general,DCA
160,signing defense cooperation agreement,1997,1997,Kazakhstan,general,DCA
89,signing defense cooperation agreement,1997,1997,Slovakia,general,DCA
160,signing defense cooperation agreement,2008,2008,Kazakhstan,general,DCA
89,signing defense cooperation agreement,2008,2008,Slovakia,general,DCA
160,signing defense cooperation agreement,2000,2000,China,general,DCA
35,signing defense cooperation agreement,2000,2000,Slovakia,general,DCA
160,signing defense cooperation agreement,1995,1995,India,general,DCA
79,signing defense cooperation agreement,1995,1995,Slovakia,general,DCA
85,signing defense cooperation agreement,2004,2004,Malta,general,DCA
110,signing defense cooperation agreement,2004,2004,Italy,general,DCA
85,signing defense cooperation agreement,1995,1995,Albania,general,DCA
1,signing defense cooperation agreement,1995,1995,Italy,general,DCA
85,signing defense cooperation agreement,2000,2000,Albania,general,DCA
1,signing defense cooperation agreement,2000,2000,Italy,general,DCA
85,signing defense cooperation agreement,1997,1997,Macedonia,general,DCA
104,signing defense cooperation agreement,1997,1997,Italy,general,DCA
85,signing defense cooperation agreement,2000,2000,Croatia,general,DCA
43,signing defense cooperation agreement,2000,2000,Italy,general,DCA
85,signing defense cooperation agreement,2003,2003,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2003,2003,Italy,general,DCA
85,signing defense cooperation agreement,1996,1996,Slovenia,general,DCA
161,signing defense cooperation agreement,1996,1996,Italy,general,DCA
85,signing defense cooperation agreement,1984,1984,Greece,sector,PROCUREMENT
67,signing defense cooperation agreement,1984,1984,Italy,sector,PROCUREMENT
85,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Italy,general,DCA
85,signing defense cooperation agreement,2006,2006,Moldova,general,DCA
116,signing defense cooperation agreement,2006,2006,Italy,general,DCA
85,signing defense cooperation agreement,1996,1996,Russia,general,DCA
147,signing defense cooperation agreement,1996,1996,Italy,general,DCA
85,signing defense cooperation agreement,1996,1996,Russia,general,DIC
147,signing defense cooperation agreement,1996,1996,Italy,general,DIC
85,signing defense cooperation agreement,1998,1998,Estonia,general,DCA
57,signing defense cooperation agreement,1998,1998,Italy,general,DCA
85,signing defense cooperation agreement,1998,1998,Latvia,sector,TREX
96,signing defense cooperation agreement,1998,1998,Italy,sector,TREX
85,signing defense cooperation agreement,1999,1999,Lithuania,general,DCA
102,signing defense cooperation agreement,1999,1999,Italy,general,DCA
85,signing defense cooperation agreement,1998,1998,Ukraine,general,DCA
187,signing defense cooperation agreement,1998,1998,Italy,general,DCA
85,signing defense cooperation agreement,2007,2007,Ukraine,general,DIC
187,signing defense cooperation agreement,2007,2007,Italy,general,DIC
85,signing defense cooperation agreement,1997,1997,Georgia,general,DCA
64,signing defense cooperation agreement,1997,1997,Italy,general,DCA
85,signing defense cooperation agreement,1999,1999,Georgia,sector,TREX
64,signing defense cooperation agreement,1999,1999,Italy,sector,TREX
85,signing defense cooperation agreement,1998,1998,Finland,general,DIC
60,signing defense cooperation agreement,1998,1998,Italy,general,DIC
85,signing defense cooperation agreement,1997,1997,Sweden,general,DIC
171,signing defense cooperation agreement,1997,1997,Italy,general,DIC
85,signing defense cooperation agreement,2002,2002,Djibouti,general,DCA
48,signing defense cooperation agreement,2002,2002,Italy,general,DCA
85,signing defense cooperation agreement,1997,1997,South Africa,general,DIC
164,signing defense cooperation agreement,1997,1997,Italy,general,DIC
85,signing defense cooperation agreement,2003,2003,Algeria,general,DCA
2,signing defense cooperation agreement,2003,2003,Italy,general,DCA
85,signing defense cooperation agreement,1985,1985,Tunisia,sector,TREX
182,signing defense cooperation agreement,1985,1985,Italy,sector,TREX
85,signing defense cooperation agreement,1991,1991,Tunisia,general,DCA
182,signing defense cooperation agreement,1991,1991,Italy,general,DCA
85,signing defense cooperation agreement,1998,1998,Egypt,general,DCA
53,signing defense cooperation agreement,1998,1998,Italy,general,DCA
85,signing defense cooperation agreement,2004,2004,Lebanon,general,DCA
97,signing defense cooperation agreement,2004,2004,Italy,general,DCA
85,signing defense cooperation agreement,2002,2002,Jordan,general,DCA
88,signing defense cooperation agreement,2002,2002,Italy,general,DCA
85,signing defense cooperation agreement,1993,1993,Saudi Arabia,general,DCA
154,signing defense cooperation agreement,1993,1993,Italy,general,DCA
85,signing defense cooperation agreement,1993,1993,Saudi Arabia,general,DIC
154,signing defense cooperation agreement,1993,1993,Italy,general,DIC
85,signing defense cooperation agreement,2007,2007,Saudi Arabia,general,DCA
154,signing defense cooperation agreement,2007,2007,Italy,general,DCA
85,signing defense cooperation agreement,1993,1993,Kuwait,general,DCA
93,signing defense cooperation agreement,1993,1993,Italy,general,DCA
85,signing defense cooperation agreement,2003,2003,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2003,2003,Italy,general,DCA
85,signing defense cooperation agreement,2004,2004,Oman,general,DCA
133,signing defense cooperation agreement,2004,2004,Italy,general,DCA
85,signing defense cooperation agreement,1999,1999,Uzbekistan,general,DCA
192,signing defense cooperation agreement,1999,1999,Italy,general,DCA
85,signing defense cooperation agreement,1985,1985,China,sector,TREX
35,signing defense cooperation agreement,1985,1985,Italy,sector,TREX
85,signing defense cooperation agreement,1984,1984,South Korea,general,DIC
145,signing defense cooperation agreement,1984,1984,Italy,general,DIC
85,signing defense cooperation agreement,1993,1993,South Korea,general,DIC
145,signing defense cooperation agreement,1993,1993,Italy,general,DIC
85,signing defense cooperation agreement,1985,1985,India,sector,RESEARCH
79,signing defense cooperation agreement,1985,1985,Italy,sector,RESEARCH
85,signing defense cooperation agreement,1994,1994,India,general,DIC
79,signing defense cooperation agreement,1994,1994,Italy,general,DIC
85,signing defense cooperation agreement,2003,2003,India,general,DCA
79,signing defense cooperation agreement,2003,2003,Italy,general,DCA
85,signing defense cooperation agreement,2009,2009,Pakistan,general,DCA
134,signing defense cooperation agreement,2009,2009,Italy,general,DCA
85,signing defense cooperation agreement,2000,2000,Vietnam,general,DCA
195,signing defense cooperation agreement,2000,2000,Italy,general,DCA
85,signing defense cooperation agreement,1993,1993,Malaysia,general,DCA
107,signing defense cooperation agreement,1993,1993,Italy,general,DCA
85,signing defense cooperation agreement,2004,2004,Philippines,general,DCA
141,signing defense cooperation agreement,2004,2004,Italy,general,DCA
85,signing defense cooperation agreement,1997,1997,Indonesia,general,DIC
80,signing defense cooperation agreement,1997,1997,Italy,general,DIC
110,signing defense cooperation agreement,1984,1984,Libya,sector,TREX
100,signing defense cooperation agreement,1984,1984,Malta,sector,TREX
110,signing defense cooperation agreement,1984,1984,Libya,general,DCA
100,signing defense cooperation agreement,1984,1984,Malta,general,DCA
1,signing defense cooperation agreement,2008,2008,Montenegro,general,DCA
119,signing defense cooperation agreement,2008,2008,Albania,general,DCA
1,signing defense cooperation agreement,1998,1998,Macedonia,general,DCA
104,signing defense cooperation agreement,1998,1998,Albania,general,DCA
1,signing defense cooperation agreement,2002,2002,Macedonia,general,DCA
104,signing defense cooperation agreement,2002,2002,Albania,general,DCA
1,signing defense cooperation agreement,2006,2006,Macedonia,sector,TREX
104,signing defense cooperation agreement,2006,2006,Albania,sector,TREX
1,signing defense cooperation agreement,1994,1994,Croatia,general,DCA
43,signing defense cooperation agreement,1994,1994,Albania,general,DCA
1,signing defense cooperation agreement,2003,2003,Croatia,general,DCA
43,signing defense cooperation agreement,2003,2003,Albania,general,DCA
1,signing defense cooperation agreement,1994,1994,Slovenia,general,DCA
161,signing defense cooperation agreement,1994,1994,Albania,general,DCA
1,signing defense cooperation agreement,1992,1992,Greece,general,DCA
67,signing defense cooperation agreement,1992,1992,Albania,general,DCA
1,signing defense cooperation agreement,1995,1995,Greece,general,DCA
67,signing defense cooperation agreement,1995,1995,Albania,general,DCA
1,signing defense cooperation agreement,1997,1997,Greece,sector,TREX
67,signing defense cooperation agreement,1997,1997,Albania,sector,TREX
1,signing defense cooperation agreement,1997,1997,Greece,sector,PROCUREMENT
67,signing defense cooperation agreement,1997,1997,Albania,sector,PROCUREMENT
1,signing defense cooperation agreement,1998,1998,Greece,sector,TREX
67,signing defense cooperation agreement,1998,1998,Albania,sector,TREX
1,signing defense cooperation agreement,2003,2003,Greece,general,DCA
67,signing defense cooperation agreement,2003,2003,Albania,general,DCA
1,signing defense cooperation agreement,1993,1993,Bulgaria,general,DCA
25,signing defense cooperation agreement,1993,1993,Albania,general,DCA
1,signing defense cooperation agreement,1993,1993,Bulgaria,general,DIC
25,signing defense cooperation agreement,1993,1993,Albania,general,DIC
1,signing defense cooperation agreement,2005,2005,Bulgaria,general,DCA
25,signing defense cooperation agreement,2005,2005,Albania,general,DCA
1,signing defense cooperation agreement,1992,1992,Romania,general,DCA
146,signing defense cooperation agreement,1992,1992,Albania,general,DCA
1,signing defense cooperation agreement,2003,2003,Romania,general,DCA
146,signing defense cooperation agreement,2003,2003,Albania,general,DCA
1,signing defense cooperation agreement,2007,2007,Romania,sector,TREX
146,signing defense cooperation agreement,2007,2007,Albania,sector,TREX
1,signing defense cooperation agreement,2005,2005,Latvia,general,DCA
96,signing defense cooperation agreement,2005,2005,Albania,general,DCA
1,signing defense cooperation agreement,2004,2004,Lithuania,general,DCA
102,signing defense cooperation agreement,2004,2004,Albania,general,DCA
1,signing defense cooperation agreement,1997,1997,Ukraine,general,DCA
187,signing defense cooperation agreement,1997,1997,Albania,general,DCA
1,signing defense cooperation agreement,1992,1992,Turkey,sector,RESEARCH
183,signing defense cooperation agreement,1992,1992,Albania,sector,RESEARCH
1,signing defense cooperation agreement,1992,1992,Turkey,general,DIC
183,signing defense cooperation agreement,1992,1992,Albania,general,DIC
1,signing defense cooperation agreement,1992,1992,Turkey,sector,TREX
183,signing defense cooperation agreement,1992,1992,Albania,sector,TREX
1,signing defense cooperation agreement,2001,2001,Turkey,general,DCA
183,signing defense cooperation agreement,2001,2001,Albania,general,DCA
1,signing defense cooperation agreement,2008,2008,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2008,2008,Albania,general,DCA
1,signing defense cooperation agreement,2005,2005,China,general,DCA
35,signing defense cooperation agreement,2005,2005,Albania,general,DCA
1,signing defense cooperation agreement,1994,1994,Malaysia,general,DCA
107,signing defense cooperation agreement,1994,1994,Albania,general,DCA
119,signing defense cooperation agreement,2007,2007,Macedonia,general,DCA
104,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2007,2007,Croatia,general,DCA
43,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2007,2007,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2007,2007,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2010,2010,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2010,2010,Montenegro,general,DCA
119,signing defense cooperation agreement,2007,2007,Slovenia,general,DCA
161,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2007,2007,Greece,general,DCA
67,signing defense cooperation agreement,2007,2007,Montenegro,general,DCA
119,signing defense cooperation agreement,2009,2009,Bulgaria,general,DCA
25,signing defense cooperation agreement,2009,2009,Montenegro,general,DCA
119,signing defense cooperation agreement,2008,2008,Romania,general,DCA
146,signing defense cooperation agreement,2008,2008,Montenegro,general,DCA
119,signing defense cooperation agreement,2009,2009,Estonia,general,DCA
57,signing defense cooperation agreement,2009,2009,Montenegro,general,DCA
119,signing defense cooperation agreement,2008,2008,Latvia,general,DCA
96,signing defense cooperation agreement,2008,2008,Montenegro,general,DCA
104,signing defense cooperation agreement,2000,2000,Croatia,general,DCA
43,signing defense cooperation agreement,2000,2000,Macedonia,general,DCA
104,signing defense cooperation agreement,2010,2010,Croatia,general,DCA
43,signing defense cooperation agreement,2010,2010,Macedonia,general,DCA
104,signing defense cooperation agreement,2001,2001,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2001,2001,Macedonia,general,DCA
104,signing defense cooperation agreement,2004,2004,Yugoslavia,sector,COMMISSION
206,signing defense cooperation agreement,2004,2004,Macedonia,sector,COMMISSION
104,signing defense cooperation agreement,2009,2009,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2009,2009,Macedonia,general,DCA
104,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2006,2006,Macedonia,general,DCA
104,signing defense cooperation agreement,1994,1994,Slovenia,general,DCA
161,signing defense cooperation agreement,1994,1994,Macedonia,general,DCA
104,signing defense cooperation agreement,1999,1999,Greece,sector,COMMISSION
67,signing defense cooperation agreement,1999,1999,Macedonia,sector,COMMISSION
104,signing defense cooperation agreement,2000,2000,Greece,general,DCA
67,signing defense cooperation agreement,2000,2000,Macedonia,general,DCA
104,signing defense cooperation agreement,2002,2002,Greece,sector,TREX
67,signing defense cooperation agreement,2002,2002,Macedonia,sector,TREX
104,signing defense cooperation agreement,1999,1999,Bulgaria,general,DCA
25,signing defense cooperation agreement,1999,1999,Macedonia,general,DCA
104,signing defense cooperation agreement,2000,2000,Bulgaria,sector,TREX
25,signing defense cooperation agreement,2000,2000,Macedonia,sector,TREX
104,signing defense cooperation agreement,2001,2001,Bulgaria,sector,PROCUREMENT
25,signing defense cooperation agreement,2001,2001,Macedonia,sector,PROCUREMENT
104,signing defense cooperation agreement,2003,2003,Russia,general,DIC
147,signing defense cooperation agreement,2003,2003,Macedonia,general,DIC
104,signing defense cooperation agreement,2008,2008,Lithuania,general,DCA
102,signing defense cooperation agreement,2008,2008,Macedonia,general,DCA
104,signing defense cooperation agreement,2010,2010,Lithuania,general,DCA
102,signing defense cooperation agreement,2010,2010,Macedonia,general,DCA
104,signing defense cooperation agreement,2000,2000,Ukraine,general,DIC
187,signing defense cooperation agreement,2000,2000,Macedonia,general,DIC
104,signing defense cooperation agreement,1995,1995,Turkey,sector,COMMISSION
183,signing defense cooperation agreement,1995,1995,Macedonia,sector,COMMISSION
43,signing defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2010,2010,Croatia,general,DCA
43,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2006,2006,Croatia,general,DCA
43,signing defense cooperation agreement,2003,2003,Slovenia,general,DCA
161,signing defense cooperation agreement,2003,2003,Croatia,general,DCA
43,signing defense cooperation agreement,2000,2000,Greece,general,DCA
67,signing defense cooperation agreement,2000,2000,Croatia,general,DCA
43,signing defense cooperation agreement,2002,2002,Greece,sector,TREX
67,signing defense cooperation agreement,2002,2002,Croatia,sector,TREX
43,signing defense cooperation agreement,1996,1996,Bulgaria,general,DCA
25,signing defense cooperation agreement,1996,1996,Croatia,general,DCA
43,signing defense cooperation agreement,2007,2007,Bulgaria,sector,TREX
25,signing defense cooperation agreement,2007,2007,Croatia,sector,TREX
43,signing defense cooperation agreement,1997,1997,Romania,general,DCA
146,signing defense cooperation agreement,1997,1997,Croatia,general,DCA
43,signing defense cooperation agreement,1998,1998,Russia,sector,PROCUREMENT
147,signing defense cooperation agreement,1998,1998,Croatia,sector,PROCUREMENT
43,signing defense cooperation agreement,2004,2004,Latvia,general,DCA
96,signing defense cooperation agreement,2004,2004,Croatia,general,DCA
43,signing defense cooperation agreement,1996,1996,Ukraine,general,DCA
187,signing defense cooperation agreement,1996,1996,Croatia,general,DCA
43,signing defense cooperation agreement,1996,1996,Ukraine,general,DCA
187,signing defense cooperation agreement,1996,1996,Croatia,general,DCA
43,signing defense cooperation agreement,2002,2002,Ukraine,general,DIC
187,signing defense cooperation agreement,2002,2002,Croatia,general,DIC
43,signing defense cooperation agreement,2007,2007,Sweden,general,DCA
171,signing defense cooperation agreement,2007,2007,Croatia,general,DCA
43,signing defense cooperation agreement,2003,2003,Denmark,general,DCA
47,signing defense cooperation agreement,2003,2003,Croatia,general,DCA
43,signing defense cooperation agreement,1996,1996,Turkey,general,DCA
183,signing defense cooperation agreement,1996,1996,Croatia,general,DCA
43,signing defense cooperation agreement,1996,1996,Turkey,sector,TREX
183,signing defense cooperation agreement,1996,1996,Croatia,sector,TREX
43,signing defense cooperation agreement,2001,2001,Turkey,general,DIC
183,signing defense cooperation agreement,2001,2001,Croatia,general,DIC
43,signing defense cooperation agreement,1997,1997,Israel,sector,RESEARCH
84,signing defense cooperation agreement,1997,1997,Croatia,sector,RESEARCH
43,signing defense cooperation agreement,1999,1999,Israel,general,DIC
84,signing defense cooperation agreement,1999,1999,Croatia,general,DIC
43,signing defense cooperation agreement,1998,1998,China,general,DIC
35,signing defense cooperation agreement,1998,1998,Croatia,general,DIC
206,signing defense cooperation agreement,2005,2005,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2005,2005,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,sector,TREX
21,signing defense cooperation agreement,2006,2006,Yugoslavia,sector,TREX
206,signing defense cooperation agreement,2009,2009,Slovenia,general,DCA
161,signing defense cooperation agreement,2009,2009,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2001,2001,Greece,sector,TREX
67,signing defense cooperation agreement,2001,2001,Yugoslavia,sector,TREX
206,signing defense cooperation agreement,2006,2006,Greece,general,DCA
67,signing defense cooperation agreement,2006,2006,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2009,2009,Cyprus,general,DCA
45,signing defense cooperation agreement,2009,2009,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2010,2010,Cyprus,general,DCA
45,signing defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,signing defense cooperation agreement,1996,1996,Bulgaria,general,DCA
25,signing defense cooperation agreement,1996,1996,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2007,2007,Bulgaria,general,DCA
25,signing defense cooperation agreement,2007,2007,Yugoslavia,general,DCA
206,signing defense cooperation agreement,1997,1997,Romania,general,DCA
146,signing defense cooperation agreement,1997,1997,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2003,2003,Ukraine,general,DIC
187,signing defense cooperation agreement,2003,2003,Yugoslavia,general,DIC
206,signing defense cooperation agreement,2006,2006,Norway,general,DCA
132,signing defense cooperation agreement,2006,2006,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2010,2010,Namibia,general,DCA
123,signing defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2004,2004,Turkey,general,DCA
183,signing defense cooperation agreement,2004,2004,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2004,2004,Turkey,general,DIC
183,signing defense cooperation agreement,2004,2004,Yugoslavia,general,DIC
206,signing defense cooperation agreement,2010,2010,Turkey,sector,TREX
183,signing defense cooperation agreement,2010,2010,Yugoslavia,sector,TREX
206,signing defense cooperation agreement,2000,2000,Iraq,sector,PROCUREMENT
82,signing defense cooperation agreement,2000,2000,Yugoslavia,sector,PROCUREMENT
206,signing defense cooperation agreement,2010,2010,Egypt,general,DCA
53,signing defense cooperation agreement,2010,2010,Yugoslavia,general,DCA
206,signing defense cooperation agreement,2008,2008,China,general,DCA
